announcement_id,stock_code,company_name,title,fiscal_year,announcement_date,market_column,pdf_url,adjunct_url,download_status,local_path,sha256,size_bytes,error
1225123248,688048,<em>长光华芯</em>,2025年年度报告,2025,2026-04-18,bj,https://static.cninfo.com.cn/finalpage/2026-04-18/1225123248.PDF,finalpage/2026-04-18/1225123248.PDF,downloaded,/Users/jowang/Downloads/workflow-rehearsal/flows/input/v16/688048/688048/688048__em_长光华芯_em__2025_2025年年度报告.pdf,befd855f05a3b82a6b45c0411035d69be232a5cc1b50bee4b2b1326007475df7,1497904,
1219837753,688048,<em>长光华芯</em>,2023年年度报告,2023,2024-04-26,bj,https://static.cninfo.com.cn/finalpage/2024-04-26/1219837753.PDF,finalpage/2024-04-26/1219837753.PDF,downloaded,/Users/jowang/Downloads/workflow-rehearsal/flows/input/v16/688048/688048/688048__em_长光华芯_em__2023_2023年年度报告.pdf,9dbde741d026f59d1a2e3837493ae016e10ce07551c5a9acb63b2120a1f16c27,6504720,
