月份,注册地,贸易伙伴,出口量kg,金额USD
202507,河北省,其他,1061,23957
202507,河南省,马来西亚,68,19436
202507,河南省,中国香港,164,923782
202507,河南省,墨西哥,0,60
202507,河南省,新加坡,0,7
202507,河南省,其他,106,104588
202507,浙江省,马来西亚,98,69220
202507,浙江省,美国,55,142542
202507,浙江省,泰国,283,134214
202507,浙江省,中国台湾,5268,8172945
202507,浙江省,中国香港,222,487372
202507,浙江省,墨西哥,6,2504
202507,浙江省,新加坡,767,780293
202507,浙江省,德国,41,77371
202507,浙江省,其他,2957,2386907
202507,湖北省,马来西亚,12472,16675735
202507,湖北省,美国,3235,4193588
202507,湖北省,泰国,4845,6108924
202507,湖北省,中国台湾,1078,1057361
202507,湖北省,中国香港,888,990125
202507,湖北省,墨西哥,3269,3119467
202507,湖北省,新加坡,1169,1182838
202507,湖北省,德国,3344,3811938
202507,湖北省,其他,19197,11885077
202507,湖南省,马来西亚,128,97023
202507,湖南省,泰国,182,15687
202507,湖南省,中国台湾,62,33951
202507,湖南省,中国香港,402,866042
202507,湖南省,墨西哥,27,14160
202507,湖南省,德国,0,3000
202507,湖南省,其他,1809,66831
202507,福建省,马来西亚,21,25524
202507,福建省,美国,0,749
202507,福建省,泰国,6,10618
202507,福建省,中国台湾,18,23220
202507,福建省,中国香港,20,27314
202507,福建省,墨西哥,6,6057
202507,福建省,新加坡,8,11467
202507,福建省,其他,762,395272
202507,贵州省,马来西亚,2,2060
202507,贵州省,中国香港,91,72419
202507,贵州省,新加坡,47,41445
202507,贵州省,德国,50,15301
202507,贵州省,其他,228,96593
202507,辽宁省,中国香港,0,145280
202507,辽宁省,其他,309,249308
202507,重庆市,新加坡,0,40
202507,重庆市,其他,0,3228
202507,陕西省,马来西亚,0,51
202507,陕西省,泰国,1,1380
202507,陕西省,中国香港,155,452565
202507,陕西省,墨西哥,4,3450
202507,陕西省,新加坡,1,29
202507,陕西省,其他,42,14236
202507,黑龙江省,其他,1006,271457
202508,上海市,马来西亚,3724,1631764
202508,上海市,中国台湾,58,28572
202508,上海市,美国,895,594041
202508,上海市,泰国,834,2414675
202508,上海市,中国香港,247,239724
202508,上海市,墨西哥,111,175876
202508,上海市,新加坡,231,272906
202508,上海市,德国,1,2536
202508,上海市,其他,2336,1934409
202508,云南省,其他,600,6883
202508,北京市,中国台湾,2,4163
202508,北京市,美国,10,40698
202508,北京市,泰国,1,117
202508,北京市,中国香港,248,324241
202508,北京市,新加坡,1,1191
202508,北京市,德国,30,34254
202508,北京市,其他,586,929401
202508,四川省,马来西亚,419,856061
202508,四川省,中国台湾,15157,16988266
202508,四川省,美国,2017,8062566
202508,四川省,泰国,4898,13772166
202508,四川省,中国香港,415,298337
202508,四川省,墨西哥,1540,2385221
202508,四川省,新加坡,603,1156646
202508,四川省,德国,1898,887294
202508,四川省,其他,7147,5159320
202508,天津市,马来西亚,2,5349
202508,天津市,中国台湾,201,24849
202508,天津市,其他,231,82101
202508,安徽省,中国台湾,56,33790
202508,安徽省,美国,2,2328
202508,安徽省,中国香港,82,37927
202508,安徽省,其他,1850,1219792
202508,山东省,马来西亚,750,614524
202508,山东省,中国台湾,215,57962
202508,山东省,美国,322,205110
202508,山东省,泰国,443,381436
202508,山东省,中国香港,68,82935
202508,山东省,新加坡,85,78203
202508,山东省,德国,12,25485
202508,山东省,其他,8947,1962721
202508,山西省,其他,16,1757
202508,广东省,马来西亚,4366,3605527
202508,广东省,中国台湾,3997,3607117
202508,广东省,美国,17453,13108280
202508,广东省,泰国,720,461143
202508,广东省,中国香港,4051,7823005
202508,广东省,墨西哥,3276,14604902
202508,广东省,新加坡,3092,4983656
202508,广东省,德国,3022,2373092
202508,广东省,其他,48516,25113345
202508,广西壮族自治区,马来西亚,3,10500
202508,广西壮族自治区,美国,1,850
202508,广西壮族自治区,中国香港,2,2844
202508,广西壮族自治区,新加坡,22,6389
202508,广西壮族自治区,其他,488,217776
202508,新疆维吾尔自治区,其他,1002,3914
202508,江苏省,马来西亚,45826,129951734
202508,江苏省,中国台湾,243,327625
202508,江苏省,美国,4675,7871669
202508,江苏省,泰国,2579,5703825
202508,江苏省,中国香港,8556,12691455
202508,江苏省,墨西哥,391,1112506
202508,江苏省,新加坡,2309,1483677
202508,江苏省,德国,104,626542
202508,江苏省,其他,15320,10751750
202508,江西省,马来西亚,22,138989
202508,江西省,其他,628,8615
202508,河北省,其他,1982,1294428
202508,河南省,马来西亚,22,5750
202508,河南省,泰国,1,194
202508,河南省,中国香港,7,351
202508,河南省,墨西哥,0,857
202508,河南省,其他,4642,177925
202508,浙江省,马来西亚,75,137230
202508,浙江省,中国台湾,9366,15166175
202508,浙江省,美国,107,303349
202508,浙江省,泰国,10,33449
202508,浙江省,中国香港,276,785977
202508,浙江省,墨西哥,66,84561
202508,浙江省,新加坡,580,1571593
202508,浙江省,德国,29,51311
202508,浙江省,其他,3558,2528777
202508,海南省,马来西亚,9,1041
202508,海南省,美国,0,19
202508,海南省,新加坡,6,1690
202508,海南省,其他,77,10461
202508,湖北省,马来西亚,6280,8212677
202508,湖北省,中国台湾,1337,2381524
202508,湖北省,美国,2823,5334008
202508,湖北省,泰国,4329,2274917
202508,湖北省,中国香港,1147,1976428
202508,湖北省,墨西哥,1626,1157886
202508,湖北省,新加坡,900,813125
202508,湖北省,德国,2522,3198481
202508,湖北省,其他,12959,9077950
202508,湖南省,马来西亚,50,42408
202508,湖南省,中国台湾,60,43272
202508,湖南省,泰国,1,173
202508,湖南省,中国香港,14,26555
202508,湖南省,其他,637,27708
202508,福建省,马来西亚,55,112923
202508,福建省,中国台湾,12,53369
202508,福建省,美国,13,1386
202508,福建省,泰国,312,13049
202508,福建省,中国香港,16,25792
202508,福建省,墨西哥,6,7168
202508,福建省,新加坡,21,39665
202508,福建省,德国,0,618
202508,福建省,其他,2634,479665
202508,贵州省,马来西亚,0,261
202508,贵州省,中国香港,63,38354
202508,贵州省,新加坡,211,165720
202508,贵州省,德国,32,13908
202508,贵州省,其他,113,46376
202508,辽宁省,中国台湾,0,2078
202508,辽宁省,泰国,240,5184
202508,辽宁省,其他,2840,233803
202508,重庆市,泰国,0,935
202508,重庆市,其他,4716,28541
202508,陕西省,中国香港,88,182500
202508,陕西省,其他,22,113149
202508,黑龙江省,其他,170,84926
202509,上海市,马来西亚,5530,9028931
202509,上海市,泰国,5015,14545145
202509,上海市,美国,281,506858
202509,上海市,中国台湾,6,12893
202509,上海市,中国香港,24,105786
202509,上海市,墨西哥,159,403059
202509,上海市,荷兰,26,49921
202509,上海市,德国,4,4670
202509,上海市,其他,3186,3335836
202509,云南省,其他,129,2097
202509,北京市,马来西亚,9,2909
202509,北京市,美国,29,28620
202509,北京市,中国台湾,0,663
202509,北京市,中国香港,20,47069
202509,北京市,德国,13,15085
202509,北京市,其他,429,265408
202509,四川省,马来西亚,33,212787
202509,四川省,泰国,9557,41367971
202509,四川省,美国,4251,16773480
202509,四川省,中国台湾,14765,17882355
202509,四川省,中国香港,165,243023
202509,四川省,墨西哥,1249,2341777
202509,四川省,荷兰,1275,1218425
202509,四川省,德国,862,644428
202509,四川省,其他,6029,6746811
202509,天津市,荷兰,139,34523
202509,天津市,其他,22,14959
202509,安徽省,中国台湾,94,26830
202509,安徽省,中国香港,77,40428
202509,安徽省,其他,2401,224974
202509,山东省,马来西亚,3062,5133339
202509,山东省,泰国,671,525578
202509,山东省,美国,379,132727
202509,山东省,中国台湾,480,148711
202509,山东省,中国香港,73,53775
202509,山东省,荷兰,18,4287
202509,山东省,德国,124,67002
202509,山东省,其他,10729,2802884
202509,山西省,美国,30,45
202509,广东省,马来西亚,4693,3460545
202509,广东省,泰国,2231,2576234
202509,广东省,美国,11551,7388498
202509,广东省,中国台湾,3441,4304248
202509,广东省,中国香港,3991,6914039
202509,广东省,墨西哥,3293,10521237
202509,广东省,荷兰,2046,693552
202509,广东省,德国,4628,3386070
202509,广东省,其他,35443,27515790
202509,广西壮族自治区,美国,39,4411
202509,广西壮族自治区,荷兰,25,821
202509,广西壮族自治区,德国,14,712
202509,广西壮族自治区,其他,1750,394593
202509,新疆维吾尔自治区,中国香港,0,23350
202509,新疆维吾尔自治区,德国,1,490
202509,新疆维吾尔自治区,其他,695,30026
202509,江苏省,马来西亚,44675,112711683
202509,江苏省,泰国,1125,1344001
202509,江苏省,美国,6505,9825962
202509,江苏省,中国台湾,1087,1568286
202509,江苏省,中国香港,6969,15386721
202509,江苏省,墨西哥,1104,1766900
202509,江苏省,荷兰,1242,1637673
202509,江苏省,德国,184,780584
202509,江苏省,其他,19856,9808348
202509,江西省,马来西亚,3,14578
202509,江西省,其他,3,5024
202509,河北省,中国台湾,62,12695
202509,河北省,其他,43,1573
202509,河南省,马来西亚,125,41250
202509,河南省,中国香港,1,157
202509,河南省,墨西哥,0,394
202509,河南省,其他,273,155017
202509,浙江省,马来西亚,176,151980
202509,浙江省,泰国,22,27714
202509,浙江省,美国,74,125433
202509,浙江省,中国台湾,9140,15120735
202509,浙江省,中国香港,328,961071
202509,浙江省,墨西哥,16,29064
202509,浙江省,荷兰,95,264117
202509,浙江省,德国,83,160551
202509,浙江省,其他,5856,1473002
202509,海南省,泰国,305,6545
202509,海南省,美国,2,24
202509,海南省,墨西哥,1,24
202509,海南省,荷兰,36,3147
202509,海南省,其他,1665,52939
202509,湖北省,马来西亚,23879,27598488
202509,湖北省,泰国,4382,3596083
202509,湖北省,美国,3164,7718028
202509,湖北省,中国台湾,2020,2609483
202509,湖北省,中国香港,1145,1000385
202509,湖北省,墨西哥,1279,2144350
202509,湖北省,荷兰,4730,3714558
202509,湖北省,德国,2106,2263143
202509,湖北省,其他,11999,13798030
202509,湖南省,马来西亚,76,55632
202509,湖南省,中国台湾,0,1612
202509,湖南省,中国香港,112,243376
202509,湖南省,荷兰,72,1332
202509,湖南省,其他,148,64996
202509,福建省,马来西亚,118,164540
202509,福建省,泰国,34,82784
202509,福建省,美国,74,1791
202509,福建省,中国台湾,5,75646
202509,福建省,中国香港,20,25305
202509,福建省,墨西哥,5,6450
202509,福建省,德国,12,2549
202509,福建省,其他,1683,680701
202509,贵州省,泰国,47,41396
202509,贵州省,中国香港,67,46415
202509,贵州省,荷兰,16,3482
202509,贵州省,德国,0,158
202509,贵州省,其他,238,119604
202509,辽宁省,中国台湾,0,5200
202509,辽宁省,中国香港,2,19621
202509,辽宁省,德国,11,1350
202509,辽宁省,其他,353,213174
202509,重庆市,美国,4,1250
202509,重庆市,其他,914,110014
202509,陕西省,美国,0,59
202509,陕西省,其他,32,14149
202509,黑龙江省,其他,22,29994
202510,上海市,马来西亚,2790,5398682
202510,上海市,泰国,3465,9750720
202510,上海市,中国台湾,24,52472
202510,上海市,美国,458,812504
202510,上海市,中国香港,94,152419
202510,上海市,墨西哥,275,325800
202510,上海市,荷兰,110,128860
202510,上海市,印度尼西亚,22,52454
202510,上海市,其他,2021,1357181
202510,云南省,其他,1,304
202510,内蒙古自治区,其他,7,570
202510,北京市,美国,2,6400
202510,北京市,中国香港,8,45805
202510,北京市,荷兰,0,4355
202510,北京市,印度尼西亚,26,31665
202510,北京市,其他,400,414722
202510,四川省,马来西亚,1317,2494292
202510,四川省,泰国,5688,21256706
202510,四川省,中国台湾,18251,22278589
202510,四川省,美国,2246,8522051
202510,四川省,中国香港,454,396565
202510,四川省,墨西哥,1495,2652694
202510,四川省,荷兰,1275,942439
202510,四川省,其他,5194,5104964
202510,天津市,中国台湾,44,13824
202510,天津市,美国,1,45
202510,天津市,荷兰,72,17792
202510,天津市,其他,36,22519
202510,安徽省,泰国,625,25033
202510,安徽省,中国台湾,29,37028
202510,安徽省,美国,1,375
202510,安徽省,中国香港,169,233871
202510,安徽省,其他,1349,230296
202510,山东省,马来西亚,2683,2300246
202510,山东省,泰国,269,320101
202510,山东省,中国台湾,31,10483
202510,山东省,美国,775,296453
202510,山东省,中国香港,65,42569
202510,山东省,墨西哥,1,121
202510,山东省,荷兰,27,1469
202510,山东省,印度尼西亚,454,44622
202510,山东省,其他,17008,1416808
202510,山西省,印度尼西亚,20,355
202510,广东省,马来西亚,4261,5446501
202510,广东省,泰国,640,804650
202510,广东省,中国台湾,3543,2432040
202510,广东省,美国,14302,13458269
202510,广东省,中国香港,3232,3157461
202510,广东省,墨西哥,2411,6918319
202510,广东省,荷兰,3512,1328142
202510,广东省,印度尼西亚,3432,1924375
202510,广东省,其他,44867,30923049
202510,广西壮族自治区,其他,2076,463578
202510,新疆维吾尔自治区,美国,1,119
202510,新疆维吾尔自治区,其他,71,2526
202510,江苏省,马来西亚,47351,126716680
202510,江苏省,泰国,879,718030
202510,江苏省,中国台湾,327,491486
202510,江苏省,美国,3686,5904774
202510,江苏省,中国香港,4047,5513632
202510,江苏省,墨西哥,810,781706
202510,江苏省,荷兰,510,1230322
202510,江苏省,印度尼西亚,398,108944
202510,江苏省,其他,12668,8300912
202510,江西省,马来西亚,26,84480
202510,江西省,美国,6,10600
202510,江西省,印度尼西亚,0,12
202510,江西省,其他,68,6911
202510,河北省,中国台湾,68,14262
202510,河北省,其他,5,2642
202510,河南省,马来西亚,92,26553
202510,河南省,中国香港,0,232
202510,河南省,墨西哥,0,723
202510,河南省,其他,3559,131859
202510,浙江省,马来西亚,699,822579
202510,浙江省,泰国,3527,9421136
202510,浙江省,中国台湾,9338,15404808
202510,浙江省,美国,109,133398
202510,浙江省,中国香港,74,167320
202510,浙江省,墨西哥,182,44304
202510,浙江省,荷兰,333,561415
202510,浙江省,印度尼西亚,70,99963
202510,浙江省,其他,2587,1792460
202510,海南省,马来西亚,23,2085
202510,海南省,美国,8,110
202510,海南省,其他,367,9943
202510,湖北省,马来西亚,10193,16454052
202510,湖北省,泰国,2969,1595978
202510,湖北省,中国台湾,1405,1687358
202510,湖北省,美国,4446,10960593
202510,湖北省,中国香港,1438,3118790
202510,湖北省,墨西哥,1423,1074350
202510,湖北省,荷兰,4705,3216459
202510,湖北省,印度尼西亚,2334,4653519
202510,湖北省,其他,10849,7800655
202510,湖南省,马来西亚,112,87585
202510,湖南省,泰国,5,5900
202510,湖南省,中国台湾,76,45961
202510,湖南省,中国香港,184,379883
202510,湖南省,印度尼西亚,15,11629
202510,湖南省,其他,127,30014
202510,福建省,马来西亚,20,37482
202510,福建省,泰国,9,16942
202510,福建省,中国台湾,0,4663
202510,福建省,美国,79,8714
202510,福建省,中国香港,59,370345
202510,福建省,墨西哥,3,2387
202510,福建省,印度尼西亚,76,82631
202510,福建省,其他,2837,404570
202510,贵州省,泰国,32,23405
202510,贵州省,中国香港,40,9775
202510,贵州省,荷兰,3,868
202510,贵州省,印度尼西亚,5,1062
202510,贵州省,其他,202,120792
202510,辽宁省,中国香港,0,28728
202510,辽宁省,其他,356,271673
202510,重庆市,泰国,20,8109
202510,重庆市,美国,73,19
202510,重庆市,中国香港,95,5724
202510,重庆市,其他,96,12709
202510,陕西省,荷兰,1,412
202510,陕西省,其他,10,4118
202510,黑龙江省,其他,0,48
202511,上海市,马来西亚,1930,1124879
202511,上海市,中国台湾,93,100611
202511,上海市,美国,228,428895
202511,上海市,泰国,862,2217454
202511,上海市,中国香港,24,67373
202511,上海市,荷兰,7,69366
202511,上海市,韩国,280,184623
202511,上海市,其他,2623,2525844
202511,云南省,其他,0,722
202511,北京市,马来西亚,0,1089
202511,北京市,中国台湾,3,1498
202511,北京市,美国,4,14961
202511,北京市,墨西哥,380,131198
202511,北京市,中国香港,3,5733
202511,北京市,荷兰,5,1362
202511,北京市,韩国,2,3390
202511,北京市,其他,1688,287324
202511,吉林省,荷兰,1,166
202511,四川省,马来西亚,9,73272
202511,四川省,中国台湾,21921,30610813
202511,四川省,美国,1923,6199930
202511,四川省,泰国,3948,14625265
202511,四川省,墨西哥,1038,2023735
202511,四川省,中国香港,463,640865
202511,四川省,荷兰,1098,805648
202511,四川省,韩国,1232,866862
202511,四川省,其他,6688,5264635
202511,天津市,荷兰,23,11373
202511,天津市,其他,56,221123
202511,安徽省,中国台湾,23,10200
202511,安徽省,美国,3,5430
202511,安徽省,中国香港,133,27550
202511,安徽省,其他,1881,523353
202511,山东省,马来西亚,86,288313
202511,山东省,中国台湾,303,92564
202511,山东省,美国,25,30220
202511,山东省,泰国,164,827534
202511,山东省,中国香港,16,27447
202511,山东省,荷兰,1,54
202511,山东省,韩国,125,140000
202511,山东省,其他,1281,1279551
202511,广东省,马来西亚,6160,5698488
202511,广东省,中国台湾,2496,2070692
202511,广东省,美国,14052,12135362
202511,广东省,泰国,7208,1057600
202511,广东省,墨西哥,6721,24216843
202511,广东省,中国香港,4757,3683891
202511,广东省,荷兰,2104,703476
202511,广东省,韩国,3328,5520319
202511,广东省,其他,58690,43344119
202511,广西壮族自治区,泰国,0,27
202511,广西壮族自治区,韩国,21,310
202511,广西壮族自治区,其他,1151,622414
202511,新疆维吾尔自治区,美国,20,1650
202511,新疆维吾尔自治区,墨西哥,1,160
202511,新疆维吾尔自治区,中国香港,373,18431
202511,新疆维吾尔自治区,荷兰,13,180
202511,新疆维吾尔自治区,其他,2593,56496
202511,江苏省,马来西亚,51986,135645956
202511,江苏省,中国台湾,372,380289
202511,江苏省,美国,5824,11773602
202511,江苏省,泰国,995,790083
202511,江苏省,墨西哥,376,504741
202511,江苏省,中国香港,2214,4397403
202511,江苏省,荷兰,1124,1691834
202511,江苏省,韩国,57,240847
202511,江苏省,其他,16786,11026409
202511,江西省,马来西亚,0,8
202511,江西省,美国,6,11130
202511,江西省,其他,5,1468
202511,河北省,中国台湾,207,35491
202511,河北省,其他,21,4687
202511,河南省,马来西亚,184,47199
202511,河南省,中国香港,0,127
202511,河南省,韩国,20,23716
202511,河南省,其他,116,141410
202511,浙江省,马来西亚,221,153212
202511,浙江省,中国台湾,8044,12645066
202511,浙江省,美国,159,335258
202511,浙江省,泰国,5661,14425361
202511,浙江省,墨西哥,90,205221
202511,浙江省,中国香港,173,358601
202511,浙江省,荷兰,503,1101669
202511,浙江省,韩国,227,72797
202511,浙江省,其他,7511,3460718
202511,海南省,美国,0,28
202511,海南省,其他,1,194
202511,湖北省,马来西亚,17226,25650246
202511,湖北省,中国台湾,828,368262
202511,湖北省,美国,3954,7519816
202511,湖北省,泰国,4322,2233950
202511,湖北省,墨西哥,1428,1253422
202511,湖北省,中国香港,895,1213058
202511,湖北省,荷兰,6734,4855868
202511,湖北省,韩国,376,313775
202511,湖北省,其他,12923,14704461
202511,湖南省,马来西亚,126,105364
202511,湖南省,中国台湾,59,35038
202511,湖南省,中国香港,189,398879
202511,湖南省,其他,108,25179
202511,福建省,马来西亚,335,297528
202511,福建省,中国台湾,23,24079
202511,福建省,美国,1,562
202511,福建省,泰国,184,28130
202511,福建省,墨西哥,4,4430
202511,福建省,中国香港,7,21364
202511,福建省,韩国,88,60019
202511,福建省,其他,2710,838672
202511,西藏自治区,其他,1,237
202511,贵州省,泰国,92,57625
202511,贵州省,中国香港,49,34429
202511,贵州省,荷兰,1,34
202511,贵州省,其他,411,197284
202511,辽宁省,中国台湾,20,16408
202511,辽宁省,韩国,310,107810
202511,辽宁省,其他,49,109139
202511,重庆市,美国,105,22351
202511,重庆市,其他,425,53075
202511,陕西省,其他,40,53767
202511,黑龙江省,其他,3,393
202512,上海市,马来西亚,3131,1924028
202512,上海市,中国台湾,94,171180
202512,上海市,泰国,5215,13027782
202512,上海市,墨西哥,84,58655
202512,上海市,中国香港,218,1030847
202512,上海市,新加坡,14,62857
202512,上海市,荷兰,78,162290
202512,上海市,德国,2,15827
202512,上海市,其他,2970,2148331
202512,云南省,泰国,367,1166265
202512,云南省,其他,249,42
202512,内蒙古自治区,中国香港,333,165
202512,内蒙古自治区,其他,275,5896
202512,北京市,中国香港,948,166226
202512,北京市,新加坡,10,22083
202512,北京市,荷兰,6,2954
202512,北京市,德国,29,10602
202512,北京市,其他,663,5282091
202512,四川省,马来西亚,32,206875
202512,四川省,中国台湾,18605,30272553
202512,四川省,泰国,4673,19978097
202512,四川省,墨西哥,346,189212
202512,四川省,中国香港,1204,1436586
202512,四川省,新加坡,525,1052951
202512,四川省,荷兰,1320,1540135
202512,四川省,德国,1873,962361
202512,四川省,其他,5260,5925438
202512,天津市,马来西亚,0,14
202512,天津市,泰国,55,8052
202512,天津市,中国香港,3,2213
202512,天津市,新加坡,0,1993
202512,天津市,荷兰,6,203
202512,天津市,德国,0,66
202512,天津市,其他,138,41332
202512,安徽省,马来西亚,0,37
202512,安徽省,中国台湾,41,41645
202512,安徽省,泰国,2,124
202512,安徽省,中国香港,659,1415869
202512,安徽省,新加坡,1,64
202512,安徽省,德国,0,58000
202512,安徽省,其他,1347,264008
202512,山东省,马来西亚,198,878717
202512,山东省,中国台湾,441,142407
202512,山东省,泰国,162,592530
202512,山东省,墨西哥,12,665
202512,山东省,中国香港,26,9133
202512,山东省,新加坡,207,316038
202512,山东省,荷兰,1,17
202512,山东省,德国,10,26330
202512,山东省,其他,1518,1177586
202512,山西省,其他,180,12205
202512,广东省,马来西亚,7848,7436893
202512,广东省,中国台湾,3497,6111327
202512,广东省,泰国,1345,1049444
202512,广东省,墨西哥,6136,20305753
202512,广东省,中国香港,5442,5021653
202512,广东省,新加坡,2716,3208660
202512,广东省,荷兰,1572,785226
202512,广东省,德国,7828,4162368
202512,广东省,其他,46465,34007649
202512,广西壮族自治区,马来西亚,48,8917
202512,广西壮族自治区,泰国,61,5591
202512,广西壮族自治区,墨西哥,0,70
202512,广西壮族自治区,中国香港,0,3446
202512,广西壮族自治区,新加坡,45,5298
202512,广西壮族自治区,荷兰,4,825
202512,广西壮族自治区,其他,708,216245
202512,新疆维吾尔自治区,新加坡,23,2800
202512,新疆维吾尔自治区,德国,4,675
202512,新疆维吾尔自治区,其他,666,132855
202512,江苏省,马来西亚,74592,190689107
202512,江苏省,中国台湾,280,307085
202512,江苏省,泰国,696,515541
202512,江苏省,墨西哥,119,338807
202512,江苏省,中国香港,4698,7642788
202512,江苏省,新加坡,1479,409282
202512,江苏省,荷兰,8828,4183233
202512,江苏省,德国,60,327726
202512,江苏省,其他,19334,9311636
202512,江西省,马来西亚,5,13217
202512,江西省,荷兰,0,12
202512,江西省,其他,18,822
202512,河北省,中国台湾,84,22053
202512,河北省,其他,56,113810
202512,河南省,马来西亚,67,21117
202512,河南省,泰国,0,38
202512,河南省,墨西哥,0,980
202512,河南省,中国香港,7,50602
202512,河南省,新加坡,0,12
202512,河南省,其他,511,364140
202512,浙江省,马来西亚,1408,1265389
202512,浙江省,中国台湾,11757,20367915
202512,浙江省,泰国,428,270325
202512,浙江省,墨西哥,37,26455
202512,浙江省,中国香港,658,1465537
202512,浙江省,新加坡,606,892329
202512,浙江省,荷兰,293,533677
202512,浙江省,德国,63,152092
202512,浙江省,其他,2909,1838282
202512,海南省,中国香港,0,144
202512,海南省,其他,0,913
202512,湖北省,马来西亚,31962,50396532
202512,湖北省,中国台湾,3679,6160918
202512,湖北省,泰国,2793,1456175
202512,湖北省,墨西哥,2147,2093343
202512,湖北省,中国香港,1791,3355080
202512,湖北省,新加坡,2390,7257065
202512,湖北省,荷兰,5792,5666793
202512,湖北省,德国,1359,1400831
202512,湖北省,其他,10294,7978331
202512,湖南省,马来西亚,104,79793
202512,湖南省,中国台湾,40,20086
202512,湖南省,中国香港,144,273752
202512,湖南省,其他,250,44417
202512,甘肃省,马来西亚,0,375
202512,甘肃省,泰国,0,5
202512,甘肃省,新加坡,0,182
202512,甘肃省,其他,0,10
202512,福建省,马来西亚,55,107874
202512,福建省,中国台湾,6,10315
202512,福建省,泰国,13,20955
202512,福建省,墨西哥,34,37163
202512,福建省,中国香港,30,57309
202512,福建省,新加坡,13,14536
202512,福建省,荷兰,7,5526
202512,福建省,德国,13,426
202512,福建省,其他,1124,493555
202512,贵州省,马来西亚,20,7599
202512,贵州省,泰国,6,1826
202512,贵州省,中国香港,47,31140
202512,贵州省,新加坡,95,27684
202512,贵州省,荷兰,81,17231
202512,贵州省,德国,193,58087
202512,贵州省,其他,278,118430
202512,辽宁省,中国台湾,56,40400
202512,辽宁省,中国香港,1,41511
202512,辽宁省,其他,149,195475
202512,重庆市,马来西亚,9,3374
202512,重庆市,泰国,30,11290
202512,重庆市,新加坡,0,448
202512,重庆市,其他,2002,192642
202512,陕西省,泰国,0,60
202512,陕西省,新加坡,0,11
202512,陕西省,荷兰,1,558
202512,陕西省,其他,42,21972
202512,黑龙江省,其他,15,2978
202601,上海市,马来西亚,1557,1062100
202601,上海市,中国台湾,127,299110
202601,上海市,泰国,5298,13683077
202601,上海市,美国,276,817287
202601,上海市,中国香港,215,1441701
202601,上海市,墨西哥,148,121445
202601,上海市,荷兰,182,448335
202601,上海市,德国,3,56320
202601,上海市,其他,3055,2898936
202601,云南省,美国,0,9
202601,云南省,其他,66,26858
202601,北京市,马来西亚,144,938054
202601,北京市,泰国,1,275
202601,北京市,美国,637,942676
202601,北京市,中国香港,89,81582
202601,北京市,荷兰,35,9387
202601,北京市,德国,8,9865
202601,北京市,其他,836,1246870
202601,吉林省,其他,32,576
202601,四川省,马来西亚,1277,2083718
202601,四川省,中国台湾,21477,41264303
202601,四川省,泰国,5503,17477541
202601,四川省,美国,1134,2822884
202601,四川省,中国香港,2553,5731089
202601,四川省,墨西哥,1046,2031006
202601,四川省,荷兰,887,1925849
202601,四川省,德国,1628,999601
202601,四川省,其他,6652,9011665
202601,天津市,其他,52,7257
202601,安徽省,中国台湾,44,17128
202601,安徽省,中国香港,8,35676
202601,安徽省,其他,2874,703182
202601,山东省,马来西亚,2768,2883574
202601,山东省,中国台湾,577,180511
202601,山东省,泰国,367,1351719
202601,山东省,美国,7,11427
202601,山东省,中国香港,18,8788
202601,山东省,其他,1371,1144906
202601,山西省,美国,43,1924
202601,广东省,马来西亚,6679,7766902
202601,广东省,中国台湾,6239,16632217
202601,广东省,泰国,9651,1588051
202601,广东省,美国,14304,10378032
202601,广东省,中国香港,4007,3577508
202601,广东省,墨西哥,4239,12067565
202601,广东省,荷兰,3374,1858613
202601,广东省,德国,3766,2817798
202601,广东省,其他,43056,31765265
202601,广西壮族自治区,马来西亚,18,3763
202601,广西壮族自治区,泰国,2,318
202601,广西壮族自治区,美国,48,3019
202601,广西壮族自治区,中国香港,6,787
202601,广西壮族自治区,荷兰,1,65
202601,广西壮族自治区,其他,1100,223946
202601,新疆维吾尔自治区,马来西亚,10,6078
202601,新疆维吾尔自治区,美国,82,2709
202601,新疆维吾尔自治区,墨西哥,1,40
202601,新疆维吾尔自治区,德国,32,821
202601,新疆维吾尔自治区,其他,767,97437
202601,江苏省,马来西亚,67904,174446057
202601,江苏省,中国台湾,294,149179
202601,江苏省,泰国,703,623628
202601,江苏省,美国,4945,8912536
202601,江苏省,中国香港,4531,8706298
202601,江苏省,墨西哥,288,404095
202601,江苏省,荷兰,2491,2316438
202601,江苏省,德国,170,907639
202601,江苏省,其他,17304,8625646
202601,江西省,马来西亚,0,16
202601,江西省,荷兰,0,9
202601,江西省,其他,11,14322
202601,河北省,中国台湾,117,16541
202601,河北省,其他,82,212200
202601,河南省,马来西亚,25,8147
202601,河南省,泰国,17,848
202601,河南省,中国香港,4,1087
202601,河南省,墨西哥,2,1754
202601,河南省,德国,2,946
202601,河南省,其他,548,422752
202601,浙江省,马来西亚,1827,1637800
202601,浙江省,中国台湾,11393,20629745
202601,浙江省,泰国,39,50617
202601,浙江省,美国,3516,467545
202601,浙江省,中国香港,385,828243
202601,浙江省,墨西哥,28,9539
202601,浙江省,荷兰,141,274845
202601,浙江省,德国,215,475820
202601,浙江省,其他,3788,2493916
202601,海南省,中国香港,3,54579
202601,海南省,其他,202,4907
202601,湖北省,马来西亚,30237,32644646
202601,湖北省,中国台湾,1461,685852
202601,湖北省,泰国,2711,1406548
202601,湖北省,美国,2853,5270751
