月份,注册地,贸易伙伴,出口量kg,金额USD
202601,湖北省,中国香港,974,1554334
202601,湖北省,墨西哥,766,986645
202601,湖北省,荷兰,6310,3777151
202601,湖北省,德国,2703,2398685
202601,湖北省,其他,12318,13443150
202601,湖南省,马来西亚,15,9800
202601,湖南省,中国台湾,5,3478
202601,湖南省,中国香港,178,379256
202601,湖南省,其他,108,77407
202601,福建省,马来西亚,107,142947
202601,福建省,中国台湾,21,22554
202601,福建省,泰国,5,8714
202601,福建省,美国,1,2130
202601,福建省,中国香港,23,31068
202601,福建省,德国,1,2823
202601,福建省,其他,589,325806
202601,贵州省,泰国,90,68631
202601,贵州省,中国香港,1225,95327
202601,贵州省,德国,6,1380
202601,贵州省,其他,225,119456
202601,辽宁省,德国,10,2889
202601,辽宁省,其他,403,343667
202601,重庆市,美国,2,10
202601,重庆市,墨西哥,9,25560
202601,重庆市,德国,0,540
202601,重庆市,其他,41,27843
202601,陕西省,荷兰,1,1110
202601,陕西省,德国,0,69
202601,陕西省,其他,17,7116
202601,黑龙江省,其他,81,5223
202602,上海市,马来西亚,491,174914
202602,上海市,中国台湾,98,83396
202602,上海市,泰国,1081,3028002
202602,上海市,墨西哥,18,346
202602,上海市,美国,591,749608
202602,上海市,中国香港,137,1553994
202602,上海市,日本,168,307584
202602,上海市,荷兰,52,73880
202602,上海市,其他,2578,1364974
202602,云南省,其他,9,1558
202602,北京市,泰国,1,2142
202602,北京市,美国,2,2010
202602,北京市,中国香港,2,133
202602,北京市,荷兰,32,34043
202602,北京市,其他,273,82282
202602,吉林省,其他,1,431
202602,四川省,马来西亚,121,284260
202602,四川省,中国台湾,17800,35844920
202602,四川省,泰国,5813,20483924
202602,四川省,墨西哥,1164,1861712
202602,四川省,美国,710,2033643
202602,四川省,中国香港,632,1615508
202602,四川省,日本,382,554320
202602,四川省,荷兰,975,747990
202602,四川省,其他,4976,3924034
202602,天津市,美国,0,1
202602,天津市,其他,2,81263
202602,安徽省,马来西亚,2,98
202602,安徽省,中国台湾,2,1500
202602,安徽省,泰国,2,81
202602,安徽省,美国,2,3802
202602,安徽省,中国香港,94,18834
202602,安徽省,日本,0,8301
202602,安徽省,其他,1568,174811
202602,山东省,马来西亚,2547,2881475
202602,山东省,中国台湾,166,48492
202602,山东省,泰国,205,1084308
202602,山东省,美国,76,27918
202602,山东省,中国香港,3,608
202602,山东省,日本,1,3200
202602,山东省,荷兰,2,200
202602,山东省,其他,555,459971
202602,山西省,其他,487,4052
202602,广东省,马来西亚,4955,8866829
202602,广东省,中国台湾,2364,5035447
202602,广东省,泰国,1449,1537301
202602,广东省,墨西哥,6051,20963514
202602,广东省,美国,9344,8677781
202602,广东省,中国香港,4132,4016080
202602,广东省,日本,494,566096
202602,广东省,荷兰,2067,1217690
202602,广东省,其他,57784,33657532
202602,广西壮族自治区,马来西亚,16,1311
202602,广西壮族自治区,泰国,0,339
202602,广西壮族自治区,美国,5,8
202602,广西壮族自治区,其他,243,64800
202602,新疆维吾尔自治区,马来西亚,1,313
202602,新疆维吾尔自治区,泰国,2,6
202602,新疆维吾尔自治区,美国,1,182
202602,新疆维吾尔自治区,日本,0,37
202602,新疆维吾尔自治区,荷兰,0,96
202602,新疆维吾尔自治区,其他,1527,65088
202602,江苏省,马来西亚,53242,165299297
202602,江苏省,中国台湾,70,60266
202602,江苏省,泰国,919,1995109
202602,江苏省,墨西哥,203,355249
202602,江苏省,美国,1313,2940486
202602,江苏省,中国香港,3536,5774428
202602,江苏省,日本,1818,3617279
202602,江苏省,荷兰,573,1496754
202602,江苏省,其他,31910,10137833
202602,江西省,美国,0,3
202602,江西省,其他,12,9571
202602,河北省,中国台湾,82,13471
202602,河南省,马来西亚,28,8981
202602,河南省,墨西哥,0,18
202602,河南省,美国,5,27000
202602,河南省,中国香港,0,341
202602,河南省,日本,7,77221
202602,河南省,其他,60,37000
202602,浙江省,马来西亚,557,316487
202602,浙江省,中国台湾,6537,11948092
202602,浙江省,泰国,47,50807
202602,浙江省,墨西哥,22,23544
202602,浙江省,美国,3580,446782
202602,浙江省,中国香港,380,745466
202602,浙江省,日本,24,38091
202602,浙江省,荷兰,230,405394
202602,浙江省,其他,3535,1858285
202602,海南省,美国,69,4383
202602,海南省,日本,1,72
202602,海南省,其他,1644,104954
202602,湖北省,马来西亚,11182,16798643
202602,湖北省,中国台湾,727,966012
202602,湖北省,泰国,2787,1155176
202602,湖北省,墨西哥,1140,1612123
202602,湖北省,美国,2118,5339918
202602,湖北省,中国香港,1866,2710450
202602,湖北省,日本,2239,4164789
202602,湖北省,荷兰,4076,2973533
202602,湖北省,其他,11857,10686381
202602,湖南省,马来西亚,23,26553
202602,湖南省,中国台湾,39,22515
202602,湖南省,中国香港,138,260932
202602,湖南省,其他,140,41052
202602,甘肃省,其他,0,232
202602,福建省,马来西亚,4,13032
202602,福建省,中国台湾,1,3855
202602,福建省,泰国,29,14506
202602,福建省,墨西哥,11,9473
202602,福建省,美国,90,372
202602,福建省,中国香港,22,44641
202602,福建省,日本,51,76477
202602,福建省,荷兰,3,2502
202602,福建省,其他,686,279106
202602,贵州省,马来西亚,0,41
202602,贵州省,泰国,9,2264
202602,贵州省,中国香港,6,1566
202602,贵州省,荷兰,1,50
202602,贵州省,其他,205,114523
202602,辽宁省,其他,141,244078
202602,重庆市,泰国,9,3440
202602,重庆市,墨西哥,4,14650
202602,重庆市,美国,160,10262
202602,陕西省,其他,3,8333
202602,黑龙江省,其他,56,7500
202603,上海市,马来西亚,372,606365
202603,上海市,中国台湾,29,47181
202603,上海市,泰国,4005,10372261
202603,上海市,墨西哥,772,1509576
202603,上海市,美国,360,1002289
202603,上海市,中国香港,189,1317801
202603,上海市,新加坡,431,460660
202603,上海市,荷兰,123,187241
202603,上海市,其他,3659,2949627
202603,云南省,泰国,1,4125
202603,云南省,其他,18,607
202603,内蒙古自治区,新加坡,0,454
202603,北京市,马来西亚,475,558033
202603,北京市,中国台湾,0,229
202603,北京市,泰国,4,951
202603,北京市,美国,179,257244
202603,北京市,中国香港,1,52
202603,北京市,新加坡,69,26644
202603,北京市,其他,88,60740
202603,吉林省,美国,5,3181
202603,吉林省,其他,145,17509
202603,四川省,马来西亚,215,491670
202603,四川省,中国台湾,30771,45499906
202603,四川省,泰国,6745,25753424
202603,四川省,墨西哥,1165,2149358
202603,四川省,美国,1245,2955303
202603,四川省,中国香港,486,563589
202603,四川省,新加坡,314,594852
202603,四川省,荷兰,1071,1099626
202603,四川省,其他,6872,5289083
202603,天津市,其他,4,1828
202603,安徽省,马来西亚,0,672
202603,安徽省,中国台湾,95,28364
202603,安徽省,泰国,2,708
202603,安徽省,美国,4,16306
202603,安徽省,中国香港,243,35077
202603,安徽省,新加坡,0,44
202603,安徽省,其他,1309,340044
202603,山东省,马来西亚,1528,1897237
202603,山东省,中国台湾,674,171426
202603,山东省,泰国,358,1562554
202603,山东省,美国,65,238743
202603,山东省,中国香港,72,134340
202603,山东省,新加坡,52,12722
202603,山东省,荷兰,80,59426
202603,山东省,其他,895,1316973
202603,广东省,马来西亚,8459,9664671
202603,广东省,中国台湾,3007,3762039
202603,广东省,泰国,4878,6155810
202603,广东省,墨西哥,9109,33044329
202603,广东省,美国,11069,9239488
202603,广东省,中国香港,5207,5757695
202603,广东省,新加坡,2474,1234195
202603,广东省,荷兰,2692,1780341
202603,广东省,其他,46614,36806894
202603,广西壮族自治区,马来西亚,6,520
202603,广西壮族自治区,美国,0,47
202603,广西壮族自治区,其他,39,9518
202603,新疆维吾尔自治区,马来西亚,4,1027
202603,新疆维吾尔自治区,泰国,2,638
202603,新疆维吾尔自治区,墨西哥,0,7
202603,新疆维吾尔自治区,美国,3,507
202603,新疆维吾尔自治区,新加坡,66,7611
202603,新疆维吾尔自治区,荷兰,1,877
202603,新疆维吾尔自治区,其他,30,3683
202603,江苏省,马来西亚,49287,159921622
202603,江苏省,中国台湾,396,259771
202603,江苏省,泰国,1454,1124419
202603,江苏省,墨西哥,423,1430260
202603,江苏省,美国,3211,6196470
202603,江苏省,中国香港,4154,9009822
202603,江苏省,新加坡,1123,974449
202603,江苏省,荷兰,824,1516019
202603,江苏省,其他,10613,10664804
202603,江西省,美国,0,592
202603,江西省,其他,0,958
202603,河北省,中国台湾,107,21186
202603,河北省,其他,69,17621
202603,河南省,马来西亚,121,43036
202603,河南省,墨西哥,0,125
202603,河南省,中国香港,2,1075
202603,河南省,其他,291,370901
202603,浙江省,马来西亚,215,190615
202603,浙江省,中国台湾,9676,16521138
202603,浙江省,泰国,45,58849
202603,浙江省,墨西哥,79,30016
202603,浙江省,美国,1351,1876095
202603,浙江省,中国香港,433,654788
202603,浙江省,新加坡,956,881002
202603,浙江省,荷兰,435,944131
202603,浙江省,其他,1727,1176642
202603,海南省,美国,48,8670
202603,海南省,中国香港,1,1313
202603,海南省,新加坡,18,1283
202603,海南省,荷兰,3,200
202603,海南省,其他,1572,684980
202603,湖北省,马来西亚,14592,26758301
202603,湖北省,中国台湾,1162,2745284
202603,湖北省,泰国,6851,2812376
202603,湖北省,墨西哥,2203,3987874
202603,湖北省,美国,4096,8363631
202603,湖北省,中国香港,1297,854523
202603,湖北省,新加坡,1952,7504857
202603,湖北省,荷兰,4770,3672932
202603,湖北省,其他,13096,10783601
202603,湖南省,马来西亚,47,28770
202603,湖南省,中国台湾,13,27198
202603,湖南省,中国香港,222,440545
202603,湖南省,其他,72,8522
202603,甘肃省,新加坡,0,13
202603,甘肃省,其他,6,570
202603,福建省,马来西亚,252,342522
202603,福建省,中国台湾,31,78010
202603,福建省,泰国,69,12681
202603,福建省,墨西哥,5,4657
202603,福建省,美国,1,431
202603,福建省,中国香港,12,25801
202603,福建省,新加坡,47,73991
202603,福建省,荷兰,4,3124
202603,福建省,其他,403,286973
202603,贵州省,泰国,0,404
202603,贵州省,中国香港,10,3398
202603,贵州省,新加坡,82,59619
202603,贵州省,其他,77,25705
202603,辽宁省,中国台湾,0,2280
202603,辽宁省,泰国,2,36
202603,辽宁省,中国香港,0,48366
202603,辽宁省,新加坡,0,3170
202603,辽宁省,其他,252,322527
202603,重庆市,泰国,29,12083
202603,重庆市,墨西哥,2,8520
202603,重庆市,新加坡,0,655
202603,重庆市,其他,9,34832
202603,陕西省,其他,27,9203
202603,黑龙江省,中国香港,0,108
202603,黑龙江省,其他,158,4648
202604,上海市,马来西亚,1908,1139562
202604,上海市,中国台湾,40,41820
202604,上海市,墨西哥,1058,2482347
202604,上海市,美国,1042,2178482
202604,上海市,中国香港,1744,5684149
202604,上海市,泰国,646,1825647
202604,上海市,德国,191,79786
202604,上海市,荷兰,251,331778
202604,上海市,其他,1639,2104344
202604,云南省,其他,59,7332
202604,内蒙古自治区,其他,20,1412
202604,北京市,马来西亚,2273,2581547
202604,北京市,中国台湾,13,6941
202604,北京市,美国,1,369
202604,北京市,中国香港,547,464498
202604,北京市,泰国,2,1012
202604,北京市,荷兰,0,932
202604,北京市,其他,616,387976
202604,吉林省,其他,25,2474
202604,四川省,马来西亚,1848,2516763
202604,四川省,中国台湾,32441,54014652
202604,四川省,墨西哥,1648,2644832
202604,四川省,美国,2738,6640267
202604,四川省,中国香港,1018,1446059
202604,四川省,泰国,5905,21030081
202604,四川省,德国,2386,1104180
202604,四川省,荷兰,1551,1881521
202604,四川省,其他,7108,7623968
202604,天津市,马来西亚,0,60
202604,天津市,中国香港,0,27
202604,天津市,其他,10,42623
202604,安徽省,中国台湾,62,14880
202604,安徽省,美国,0,1785
202604,安徽省,中国香港,324,114098
202604,安徽省,其他,1227,188143
202604,山东省,马来西亚,898,1720647
202604,山东省,中国台湾,440,222133
202604,山东省,美国,48,175211
202604,山东省,中国香港,907,1691288
202604,山东省,泰国,521,1340331
202604,山东省,德国,1,379
202604,山东省,荷兰,0,15
202604,山东省,其他,506,527429
202604,山西省,其他,172,4857
202604,广东省,马来西亚,5401,6236102
202604,广东省,中国台湾,3370,2182238
202604,广东省,墨西哥,8676,33935255
202604,广东省,美国,15835,13505247
202604,广东省,中国香港,5791,10607794
202604,广东省,泰国,3817,4341821
202604,广东省,德国,5984,2577114
202604,广东省,荷兰,3795,1625667
202604,广东省,其他,52721,33114426
202604,广西壮族自治区,美国,0,19
202604,广西壮族自治区,泰国,105,36159
202604,广西壮族自治区,其他,108,43385
202604,新疆维吾尔自治区,马来西亚,0,69
202604,新疆维吾尔自治区,美国,3,302
202604,新疆维吾尔自治区,泰国,0,56
202604,新疆维吾尔自治区,荷兰,0,23
202604,新疆维吾尔自治区,其他,390,77241
202604,江苏省,马来西亚,78909,259338378
202604,江苏省,中国台湾,463,157181
202604,江苏省,墨西哥,743,1881098
202604,江苏省,美国,4521,7691915
202604,江苏省,中国香港,7886,13822473
202604,江苏省,泰国,1823,1434931
202604,江苏省,德国,264,1174004
202604,江苏省,荷兰,520,778512
202604,江苏省,其他,13274,12833988
202604,江西省,马来西亚,2,4471
202604,江西省,美国,7,18292
202604,江西省,其他,8,1362
202604,河北省,中国台湾,254,48818
202604,河北省,其他,17,10147
202604,河南省,马来西亚,1,226
202604,河南省,中国香港,4,1768
202604,河南省,其他,1123,453248
202604,浙江省,马来西亚,1127,1011933
202604,浙江省,中国台湾,11732,20484397
202604,浙江省,墨西哥,8,13426
202604,浙江省,美国,1754,1721567
202604,浙江省,中国香港,325,509045
202604,浙江省,泰国,57,86026
202604,浙江省,德国,144,268288
202604,浙江省,荷兰,366,479463
202604,浙江省,其他,4257,2494534
202604,海南省,马来西亚,165,2680
202604,海南省,美国,91,2859
202604,海南省,德国,9,1514
202604,海南省,其他,3691,297090
202604,湖北省,马来西亚,13743,19743788
202604,湖北省,中国台湾,910,2447216
202604,湖北省,墨西哥,683,767657
202604,湖北省,美国,5226,7746115
202604,湖北省,中国香港,1103,701483
202604,湖北省,泰国,2929,1738244
202604,湖北省,德国,2577,2899176
202604,湖北省,荷兰,3585,2820679
202604,湖北省,其他,12484,15163265
202604,湖南省,马来西亚,48,29700
202604,湖南省,中国台湾,63,31725
202604,湖南省,中国香港,221,419176
202604,湖南省,荷兰,1,50
202604,湖南省,其他,198,222245
202604,甘肃省,马来西亚,47,3281
202604,甘肃省,泰国,13,527
202604,福建省,马来西亚,64,22154
202604,福建省,中国台湾,26,22093
202604,福建省,墨西哥,10,19648
202604,福建省,美国,0,709
202604,福建省,中国香港,15,17175
202604,福建省,泰国,22,170955
202604,福建省,德国,0,101
202604,福建省,荷兰,5,5140
202604,福建省,其他,461,350427
202604,贵州省,中国香港,32,8115
202604,贵州省,泰国,6,1109
202604,贵州省,德国,1,64
202604,贵州省,其他,321,181293
202604,辽宁省,中国台湾,0,2360
202604,辽宁省,中国香港,0,60037
202604,辽宁省,其他,121,207986
202604,重庆市,墨西哥,5,29820
202604,重庆市,泰国,2,882
202604,重庆市,其他,129,10563
202604,陕西省,德国,1,1800
202604,陕西省,其他,20,13034
202604,黑龙江省,中国香港,230,371
202604,黑龙江省,其他,20,27347
202605,上海市,马来西亚,1882,1065970
202605,上海市,中国台湾,50,103122
202605,上海市,泰国,13248,33718701
202605,上海市,美国,572,1480328
202605,上海市,墨西哥,360,265746
202605,上海市,中国香港,294,2808629
202605,上海市,印度尼西亚,46,25380
202605,上海市,荷兰,154,165197
202605,上海市,其他,4279,2156103
202605,内蒙古自治区,其他,15,20866
202605,北京市,马来西亚,6,10913
202605,北京市,中国台湾,8,2599
202605,北京市,泰国,492,25977
202605,北京市,美国,1501,748251
202605,北京市,中国香港,317,117374
202605,北京市,荷兰,20,6813
202605,北京市,其他,621,195125
202605,吉林省,其他,130,2631
202605,四川省,马来西亚,627,1211471
202605,四川省,中国台湾,37831,66585100
202605,四川省,泰国,9035,37217213
202605,四川省,美国,6450,20250833
202605,四川省,墨西哥,1456,3819181
202605,四川省,中国香港,308,367282
202605,四川省,印度尼西亚,5,11900
202605,四川省,荷兰,1270,1322517
202605,四川省,其他,7832,5619130
202605,天津市,泰国,13,13961
202605,天津市,墨西哥,1,1280
202605,天津市,其他,14,111131
202605,安徽省,中国台湾,56,142824
202605,安徽省,美国,3,7383
202605,安徽省,中国香港,585,310140
202605,安徽省,其他,831,137302
202605,山东省,马来西亚,497,310298
202605,山东省,中国台湾,171,158319
202605,山东省,泰国,438,2027524
202605,山东省,美国,112,386226
202605,山东省,墨西哥,0,24
202605,山东省,中国香港,17,4270
202605,山东省,其他,1940,2629591
202605,广东省,马来西亚,12167,17635446
202605,广东省,中国台湾,3765,6796850
202605,广东省,泰国,2580,2858694
202605,广东省,美国,14957,13062505
202605,广东省,墨西哥,11405,43606724
202605,广东省,中国香港,7456,16334684
202605,广东省,印度尼西亚,3307,4350674
202605,广东省,荷兰,3730,2128407
202605,广东省,其他,52122,35160838
202605,广西壮族自治区,其他,299,112075
202605,新疆维吾尔自治区,其他,326,231803
202605,江苏省,马来西亚,74983,223038532
202605,江苏省,中国台湾,203,121093
202605,江苏省,泰国,1477,1121066
202605,江苏省,美国,4746,9955905
202605,江苏省,墨西哥,674,1382725
202605,江苏省,中国香港,9087,16303576
202605,江苏省,印度尼西亚,810,209134
202605,江苏省,荷兰,869,1179130
202605,江苏省,其他,18708,15210372
202605,江西省,美国,2,900
202605,江西省,中国香港,0,9
202605,江西省,其他,16,1210
202605,河北省,中国台湾,144,45774
202605,河北省,泰国,2,4590
202605,河北省,其他,76,814
202605,河南省,美国,10,52920
202605,河南省,中国香港,2,1258
202605,河南省,印度尼西亚,0,120
202605,河南省,其他,47,34004
202605,浙江省,马来西亚,1233,1129519
202605,浙江省,中国台湾,11278,19131022
202605,浙江省,泰国,80,50321
202605,浙江省,美国,6027,1806741
202605,浙江省,墨西哥,10,44249
202605,浙江省,中国香港,1080,1327402
202605,浙江省,印度尼西亚,18,14754
202605,浙江省,荷兰,467,640610
202605,浙江省,其他,2837,2399962
202605,海南省,美国,13,6632
202605,海南省,中国香港,12,8741
202605,海南省,印度尼西亚,6,930
202605,海南省,其他,1569,264295
202605,湖北省,马来西亚,11887,14287876
202605,湖北省,中国台湾,2486,7591921
202605,湖北省,泰国,4811,6331284
202605,湖北省,美国,4284,6357800
202605,湖北省,墨西哥,1008,1026252
202605,湖北省,中国香港,1944,2350135
202605,湖北省,印度尼西亚,323,3587731
202605,湖北省,荷兰,3175,2495962
202605,湖北省,其他,13633,11585700
202605,湖南省,马来西亚,68,45100
202605,湖南省,中国台湾,45,21745
202605,湖南省,中国香港,102,201169
202605,湖南省,其他,131,38754
202605,甘肃省,马来西亚,4,795
202605,甘肃省,中国香港,4,355
202605,福建省,马来西亚,223,268814
202605,福建省,中国台湾,9,13809
202605,福建省,泰国,30,121322
202605,福建省,美国,2,4027
202605,福建省,墨西哥,8,8962
202605,福建省,中国香港,47,152301
202605,福建省,印度尼西亚,19,25727
202605,福建省,荷兰,1,1471
202605,福建省,其他,242,336232
202605,贵州省,中国香港,67,27933
202605,贵州省,印度尼西亚,21,7812
202605,贵州省,其他,111,40334
202605,辽宁省,中国台湾,0,380
202605,辽宁省,中国香港,0,262292
202605,辽宁省,其他,210,212583
202605,重庆市,泰国,4,1544
202605,重庆市,美国,0,91
202605,重庆市,墨西哥,6,42600
202605,重庆市,其他,37,37068
202605,陕西省,墨西哥,0,207
202605,陕西省,荷兰,1,611
202605,陕西省,其他,59,38584
202605,黑龙江省,其他,26,17984
202606,上海市,马来西亚,1261,2901063
202606,上海市,中国台湾,564,226666
202606,上海市,泰国,5045,12861790
202606,上海市,美国,610,1663285
202606,上海市,墨西哥,2657,6700781
202606,上海市,中国香港,280,1908627
202606,上海市,德国,146,215938
202606,上海市,荷兰,16,124663
202606,上海市,其他,1386,1331813
202606,云南省,德国,2,990
202606,云南省,其他,20,41172
202606,内蒙古自治区,其他,669,1918206
202606,北京市,马来西亚,222,172921
202606,北京市,泰国,13,12098
202606,北京市,美国,94,64725
202606,北京市,墨西哥,3,6718
202606,北京市,中国香港,409,256527
202606,北京市,德国,149,70230
202606,北京市,荷兰,291,113699
202606,北京市,其他,1942,2715551
202606,吉林省,美国,6,4061
202606,吉林省,其他,13,5282
202606,四川省,马来西亚,1085,565926
202606,四川省,中国台湾,42790,77198460
202606,四川省,泰国,12103,50467422
202606,四川省,美国,7471,24803838
202606,四川省,墨西哥,1977,3945253
202606,四川省,中国香港,542,610608
202606,四川省,德国,2455,1108125
202606,四川省,荷兰,1769,1923191
202606,四川省,其他,5952,7047616
202606,天津市,马来西亚,0,8
202606,天津市,其他,36,72324
202606,安徽省,马来西亚,1,7200
202606,安徽省,中国台湾,14,5952
202606,安徽省,美国,76,116660
202606,安徽省,中国香港,208,509352
202606,安徽省,德国,0,3
202606,安徽省,其他,1060,173289
202606,山东省,马来西亚,207,177083
202606,山东省,中国台湾,89,69353
202606,山东省,泰国,700,2392759
202606,山东省,美国,1063,150132
202606,山东省,墨西哥,1,519
202606,山东省,中国香港,226,138599
202606,山东省,其他,2389,1292440
202606,山西省,其他,46,1409
202606,广东省,马来西亚,14996,20839680
202606,广东省,中国台湾,3525,6859918
202606,广东省,泰国,6207,9350051
202606,广东省,美国,13846,12118672
202606,广东省,墨西哥,11487,43522323
202606,广东省,中国香港,13748,25529853
202606,广东省,德国,3536,3176389
202606,广东省,荷兰,3464,1261772
202606,广东省,其他,52770,35111966
202606,广西壮族自治区,泰国,187,61477
202606,广西壮族自治区,其他,395,100828
202606,新疆维吾尔自治区,马来西亚,12,4572
202606,新疆维吾尔自治区,泰国,9,398
202606,新疆维吾尔自治区,美国,8,143
202606,新疆维吾尔自治区,中国香港,0,233
202606,新疆维吾尔自治区,其他,90,70766
202606,江苏省,马来西亚,77433,221642573
202606,江苏省,中国台湾,376,197243
202606,江苏省,泰国,1551,1500918
202606,江苏省,美国,3810,8669498
202606,江苏省,墨西哥,947,1916061
202606,江苏省,中国香港,5790,11920623
202606,江苏省,德国,186,869256
202606,江苏省,荷兰,217,650188
202606,江苏省,其他,19931,11747080
202606,江西省,其他,13,776
202606,河北省,中国台湾,28,5822
202606,河北省,美国,1,182
202606,河北省,其他,141,69326
202606,河南省,墨西哥,0,103
202606,河南省,中国香港,3,1014
202606,河南省,德国,7,10105
202606,河南省,其他,175,310506
202606,浙江省,马来西亚,1487,1084437
202606,浙江省,中国台湾,13239,22336239
202606,浙江省,泰国,66,91801
202606,浙江省,美国,815,3511202
202606,浙江省,墨西哥,32,24973
202606,浙江省,中国香港,3616,6040045
202606,浙江省,德国,319,294608
202606,浙江省,荷兰,362,337433
202606,浙江省,其他,4307,3462136
202606,海南省,泰国,53,4247
202606,海南省,美国,780,3641
202606,海南省,中国香港,280,1278
202606,海南省,德国,32,7944
202606,海南省,其他,1276,140120
202606,湖北省,马来西亚,13488,12527748
202606,湖北省,中国台湾,1224,1156937
202606,湖北省,泰国,3828,2680792
202606,湖北省,美国,7607,10461058
202606,湖北省,墨西哥,1043,1093846
202606,湖北省,中国香港,1985,2460324
202606,湖北省,德国,2874,3446473
202606,湖北省,荷兰,4862,3253326
202606,湖北省,其他,14045,10780300
202606,湖南省,马来西亚,87,60940
202606,湖南省,中国台湾,69,41923
202606,湖南省,泰国,0,344
202606,湖南省,美国,7,19900
202606,湖南省,中国香港,121,365044
202606,湖南省,德国,3,11085
202606,湖南省,其他,303,172419
202606,甘肃省,马来西亚,28,1373
202606,甘肃省,其他,0,293
202606,福建省,马来西亚,270,445818
202606,福建省,中国台湾,2,2800
202606,福建省,泰国,59,125352
202606,福建省,美国,28,14522
202606,福建省,墨西哥,14,9460
202606,福建省,中国香港,66,134258
202606,福建省,德国,3,1176
202606,福建省,其他,250,338210
202606,西藏自治区,其他,2,1148
202606,贵州省,泰国,43,11275
202606,贵州省,中国香港,5,2749
202606,贵州省,其他,340,188495
202606,辽宁省,中国台湾,1,10815
202606,辽宁省,美国,0,504
202606,辽宁省,中国香港,0,74870
202606,辽宁省,其他,180,247747
202606,重庆市,墨西哥,7,29110
202606,重庆市,其他,2,5191
202606,陕西省,美国,1,275
202606,陕西省,德国,1,590
202606,陕西省,其他,46,65416
202606,黑龙江省,美国,0,15
202606,黑龙江省,中国香港,0,432
202606,黑龙江省,德国,1,566
202606,黑龙江省,其他,80,29067
